,lower,upper,mean,wave,age.group,contact.age.group,text_color,row_num,col_num
279,3.001888234,3.046221559,3.024405488,Wave 39,70+,70+,up,8,3
280,3.961282965,3.9950837,3.978923939,Wave 40,"[0,17)","[0,17)",up,8,4
281,3.605795547,3.627715771,3.616816432,Wave 40,"[0,17)","[17,70)",up,8,4
282,0.383999636,0.392582437,0.388152034,Wave 40,"[0,17)",70+,low,8,4
283,3.606174678,3.62912016,3.617223243,Wave 40,"[17,70)","[0,17)",up,8,4
284,4.64338943,4.666662531,4.654541835,Wave 40,"[17,70)","[17,70)",up,8,4
285,2.251507123,2.272580693,2.261980661,Wave 40,"[17,70)",70+,up,8,4
286,0.383718514,0.392307099,0.388052436,Wave 40,70+,"[0,17)",low,8,4
287,2.252187524,2.272060495,2.262241892,Wave 40,70+,"[17,70)",up,8,4
288,3.023122054,3.06692255,3.044937563,Wave 40,70+,70+,up,8,4
289,4.268883343,4.311698567,4.289861333,Wave 41,"[0,17)","[0,17)",up,9,1
290,3.310715146,3.335001327,3.323071394,Wave 41,"[0,17)","[17,70)",up,9,1
291,0.45197888,0.462644567,0.457458435,Wave 41,"[0,17)",70+,low,9,1
292,3.310541292,3.335347345,3.322804478,Wave 41,"[17,70)","[0,17)",up,9,1
293,4.452153819,4.476874932,4.464824556,Wave 41,"[17,70)","[17,70)",up,9,1
294,2.285143209,2.306279861,2.296465409,Wave 41,"[17,70)",70+,up,9,1
295,0.452004059,0.463097121,0.457390362,Wave 41,70+,"[0,17)",low,9,1
296,2.28517907,2.30737691,2.29630672,Wave 41,70+,"[17,70)",up,9,1
297,2.40352815,2.441729625,2.423352488,Wave 41,70+,70+,up,9,1
298,4.517658066,4.54848784,4.533077917,Wave 42,"[0,17)","[0,17)",up,9,2
299,4.201634218,4.223727655,4.212529816,Wave 42,"[0,17)","[17,70)",up,9,2
300,0.606788692,0.620298608,0.613433735,Wave 42,"[0,17)",70+,low,9,2
301,4.201373055,4.223566359,4.212517601,Wave 42,"[17,70)","[0,17)",up,9,2
302,5.139732224,5.160456855,5.149751129,Wave 42,"[17,70)","[17,70)",up,9,2
303,2.113706676,2.134302601,2.123602803,Wave 42,"[17,70)",70+,up,9,2
304,0.606048629,0.620062532,0.613398943,Wave 42,70+,"[0,17)",low,9,2
305,2.11317265,2.134881347,2.123887261,Wave 42,70+,"[17,70)",up,9,2
306,2.860430807,2.909880034,2.885564212,Wave 42,70+,70+,up,9,2
307,4.070074582,4.10095958,4.086091289,Wave 43,"[0,17)","[0,17)",up,9,3
308,4.029959707,4.052085165,4.040927808,Wave 43,"[0,17)","[17,70)",up,9,3
309,0.504481661,0.515751282,0.509892435,Wave 43,"[0,17)",70+,low,9,3
310,4.03065919,4.051230471,4.041094385,Wave 43,"[17,70)","[0,17)",up,9,3
311,5.056630081,5.077406675,5.067217933,Wave 43,"[17,70)","[17,70)",up,9,3
312,2.318024888,2.341351219,2.32986913,Wave 43,"[17,70)",70+,up,9,3
313,0.503894815,0.515167112,0.509527478,Wave 43,70+,"[0,17)",low,9,3
314,2.317961868,2.342046797,2.330001598,Wave 43,70+,"[17,70)",up,9,3
315,2.975371053,3.020615722,2.998343847,Wave 43,70+,70+,up,9,3
,3.961282965,3.9950837,3.978923939,Wave 44,"[0,17)","[0,17)",up,8,4
,3.605795547,3.627715771,3.616816432,Wave 44,"[0,17)","[17,70)",up,8,4
,0.383999636,0.392582437,0.388152034,Wave 44,"[0,17)",70+,low,8,4
,3.606174678,3.62912016,3.617223243,Wave 44,"[17,70)","[0,17)",up,8,4
,4.64338943,4.666662531,4.654541835,Wave 44,"[17,70)","[17,70)",up,8,4
,2.251507123,2.272580693,2.261980661,Wave 44,"[17,70)",70+,up,8,4
